,scientific_name,park_name,total_observations,category,common_names,conservation_status
15360,Plantago elongata,Bryce National Park,106,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain",
15361,Plantago elongata,Great Smoky Mountains National Park,104,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain",
15362,Plantago elongata,Yellowstone National Park,225,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain",
15363,Plantago elongata,Yosemite National Park,151,Vascular Plant,"Longleaf Plantain, Prairie Plantain, Slender Plantain",
15364,Plantago erecta,Bryce National Park,70,Vascular Plant,Dotseed Plantain,
15365,Plantago erecta,Great Smoky Mountains National Park,84,Vascular Plant,Dotseed Plantain,
15366,Plantago erecta,Yellowstone National Park,220,Vascular Plant,Dotseed Plantain,
15367,Plantago erecta,Yosemite National Park,153,Vascular Plant,Dotseed Plantain,
15368,Plantago eriopoda,Bryce National Park,102,Vascular Plant,"Alkali Plantain, Redwood Plantain, Redwool Plantain, Red-Woolly Plantain, Saline Plantain",
15369,Plantago eriopoda,Great Smoky Mountains National Park,43,Vascular Plant,"Alkali Plantain, Redwood Plantain, Redwool Plantain, Red-Woolly Plantain, Saline Plantain",
15370,Plantago eriopoda,Yellowstone National Park,254,Vascular Plant,"Alkali Plantain, Redwood Plantain, Redwool Plantain, Red-Woolly Plantain, Saline Plantain",
15371,Plantago eriopoda,Yosemite National Park,148,Vascular Plant,"Alkali Plantain, Redwood Plantain, Redwool Plantain, Red-Woolly Plantain, Saline Plantain",
15372,Plantago lanceolata,Bryce National Park,256,Vascular Plant,"Buckhorn Plantain, English Plantain, Lanceleaf Indianwheat, Lanceleaf Plantain, Narrowleaf Plantain, Ribgrass, Ribwort",
15373,Plantago lanceolata,Great Smoky Mountains National Park,130,Vascular Plant,"Buckhorn Plantain, English Plantain, Lanceleaf Indianwheat, Lanceleaf Plantain, Narrowleaf Plantain, Ribgrass, Ribwort",
15374,Plantago lanceolata,Yellowstone National Park,524,Vascular Plant,"Buckhorn Plantain, English Plantain, Lanceleaf Indianwheat, Lanceleaf Plantain, Narrowleaf Plantain, Ribgrass, Ribwort",
15375,Plantago lanceolata,Yosemite National Park,255,Vascular Plant,"Buckhorn Plantain, English Plantain, Lanceleaf Indianwheat, Lanceleaf Plantain, Narrowleaf Plantain, Ribgrass, Ribwort",
15376,Plantago major,Bryce National Park,167,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",
15377,Plantago major,Great Smoky Mountains National Park,180,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",
15378,Plantago major,Yellowstone National Park,511,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",
15379,Plantago major,Yosemite National Park,270,Vascular Plant,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",
15380,Plantago pusilla,Bryce National Park,68,Vascular Plant,"Dwarf Plantain, Small Plantain",
15381,Plantago pusilla,Great Smoky Mountains National Park,47,Vascular Plant,"Dwarf Plantain, Small Plantain",
15382,Plantago pusilla,Yellowstone National Park,242,Vascular Plant,"Dwarf Plantain, Small Plantain",
15383,Plantago pusilla,Yosemite National Park,172,Vascular Plant,"Dwarf Plantain, Small Plantain",
15384,Plantago rugelii,Bryce National Park,108,Vascular Plant,"Black-Seed Plantain, White Man's Footprint",
15385,Plantago rugelii,Great Smoky Mountains National Park,78,Vascular Plant,"Black-Seed Plantain, White Man's Footprint",
15386,Plantago rugelii,Yellowstone National Park,223,Vascular Plant,"Black-Seed Plantain, White Man's Footprint",
15387,Plantago rugelii,Yosemite National Park,111,Vascular Plant,"Black-Seed Plantain, White Man's Footprint",
15388,Plantago tweedyi,Bryce National Park,89,Vascular Plant,Tweedy's Plantain,
15389,Plantago tweedyi,Great Smoky Mountains National Park,81,Vascular Plant,Tweedy's Plantain,
15390,Plantago tweedyi,Yellowstone National Park,245,Vascular Plant,Tweedy's Plantain,
15391,Plantago tweedyi,Yosemite National Park,103,Vascular Plant,Tweedy's Plantain,
15392,Plantago virginica,Bryce National Park,152,Vascular Plant,"Pale-Seeded Plantain, Virginia Plantain",
15393,Plantago virginica,Great Smoky Mountains National Park,56,Vascular Plant,"Pale-Seeded Plantain, Virginia Plantain",
15394,Plantago virginica,Yellowstone National Park,228,Vascular Plant,"Pale-Seeded Plantain, Virginia Plantain",
15395,Plantago virginica,Yosemite National Park,133,Vascular Plant,"Pale-Seeded Plantain, Virginia Plantain",
15396,Platanthera ciliaris,Bryce National Park,100,Vascular Plant,"Yellow-Fringe Orchis, Yellow-Fringed Orchid",
15397,Platanthera ciliaris,Great Smoky Mountains National Park,52,Vascular Plant,"Yellow-Fringe Orchis, Yellow-Fringed Orchid",
15398,Platanthera ciliaris,Yellowstone National Park,279,Vascular Plant,"Yellow-Fringe Orchis, Yellow-Fringed Orchid",
15399,Platanthera ciliaris,Yosemite National Park,133,Vascular Plant,"Yellow-Fringe Orchis, Yellow-Fringed Orchid",
15400,Platanthera clavellata,Bryce National Park,120,Vascular Plant,"Green Woodland Orchid, Small Green Woodland Orchis",
15401,Platanthera clavellata,Great Smoky Mountains National Park,77,Vascular Plant,"Green Woodland Orchid, Small Green Woodland Orchis",
15402,Platanthera clavellata,Yellowstone National Park,306,Vascular Plant,"Green Woodland Orchid, Small Green Woodland Orchis",
15403,Platanthera clavellata,Yosemite National Park,150,Vascular Plant,"Green Woodland Orchid, Small Green Woodland Orchis",
15404,Platanthera dilatata var. albiflora,Bryce National Park,110,Vascular Plant,Scentbottle,
15405,Platanthera dilatata var. albiflora,Great Smoky Mountains National Park,51,Vascular Plant,Scentbottle,
15406,Platanthera dilatata var. albiflora,Yellowstone National Park,268,Vascular Plant,Scentbottle,
15407,Platanthera dilatata var. albiflora,Yosemite National Park,165,Vascular Plant,Scentbottle,
15408,Platanthera dilatata var. dilatata,Bryce National Park,85,Vascular Plant,Scentbottle,
15409,Platanthera dilatata var. dilatata,Great Smoky Mountains National Park,76,Vascular Plant,Scentbottle,
15410,Platanthera dilatata var. dilatata,Yellowstone National Park,257,Vascular Plant,Scentbottle,
15411,Platanthera dilatata var. dilatata,Yosemite National Park,129,Vascular Plant,Scentbottle,
15412,Platanthera flava var. flava,Bryce National Park,136,Vascular Plant,Palegreen Orchid,
15413,Platanthera flava var. flava,Great Smoky Mountains National Park,85,Vascular Plant,Palegreen Orchid,
15414,Platanthera flava var. flava,Yellowstone National Park,235,Vascular Plant,Palegreen Orchid,
15415,Platanthera flava var. flava,Yosemite National Park,149,Vascular Plant,Palegreen Orchid,
15416,Platanthera flava var. herbiola,Bryce National Park,78,Vascular Plant,Palegreen Orchid,
15417,Platanthera flava var. herbiola,Great Smoky Mountains National Park,75,Vascular Plant,Palegreen Orchid,
15418,Platanthera flava var. herbiola,Yellowstone National Park,218,Vascular Plant,Palegreen Orchid,
15419,Platanthera flava var. herbiola,Yosemite National Park,148,Vascular Plant,Palegreen Orchid,
15420,Platanthera grandiflora,Bryce National Park,87,Vascular Plant,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",
15421,Platanthera grandiflora,Great Smoky Mountains National Park,68,Vascular Plant,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",
15422,Platanthera grandiflora,Yellowstone National Park,264,Vascular Plant,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",
15423,Platanthera grandiflora,Yosemite National Park,157,Vascular Plant,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",
15424,Platanthera hyperborea,Bryce National Park,66,Vascular Plant,"Northern Bog Orchid, Northern Green Orchid",
15425,Platanthera hyperborea,Great Smoky Mountains National Park,98,Vascular Plant,"Northern Bog Orchid, Northern Green Orchid",
15426,Platanthera hyperborea,Yellowstone National Park,235,Vascular Plant,"Northern Bog Orchid, Northern Green Orchid",
15427,Platanthera hyperborea,Yosemite National Park,156,Vascular Plant,"Northern Bog Orchid, Northern Green Orchid",
15428,Platanthera lacera,Bryce National Park,100,Vascular Plant,"Green-Fringe Orchis, Green-Fringed Orchid",
15429,Platanthera lacera,Great Smoky Mountains National Park,87,Vascular Plant,"Green-Fringe Orchis, Green-Fringed Orchid",
15430,Platanthera lacera,Yellowstone National Park,256,Vascular Plant,"Green-Fringe Orchis, Green-Fringed Orchid",
15431,Platanthera lacera,Yosemite National Park,138,Vascular Plant,"Green-Fringe Orchis, Green-Fringed Orchid",
15432,Platanthera leucostachys,Bryce National Park,82,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
15433,Platanthera leucostachys,Great Smoky Mountains National Park,66,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
15434,Platanthera leucostachys,Yellowstone National Park,259,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
15435,Platanthera leucostachys,Yosemite National Park,139,Vascular Plant,"Bog Orchid, Sierra Bog Orchid",
15436,Platanthera obtusata,Bryce National Park,133,Vascular Plant,"Bluntleaved Orchid, Northern Small Bog Orchid",
15437,Platanthera obtusata,Great Smoky Mountains National Park,116,Vascular Plant,"Bluntleaved Orchid, Northern Small Bog Orchid",
15438,Platanthera obtusata,Yellowstone National Park,285,Vascular Plant,"Bluntleaved Orchid, Northern Small Bog Orchid",
15439,Platanthera obtusata,Yosemite National Park,142,Vascular Plant,"Bluntleaved Orchid, Northern Small Bog Orchid",
15440,Platanthera peramoena,Bryce National Park,61,Vascular Plant,Purple Fringeless Orchid,
15441,Platanthera peramoena,Great Smoky Mountains National Park,78,Vascular Plant,Purple Fringeless Orchid,
15442,Platanthera peramoena,Yellowstone National Park,251,Vascular Plant,Purple Fringeless Orchid,
15443,Platanthera peramoena,Yosemite National Park,122,Vascular Plant,Purple Fringeless Orchid,
15444,Platanthera psycodes,Bryce National Park,111,Vascular Plant,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
15445,Platanthera psycodes,Great Smoky Mountains National Park,76,Vascular Plant,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
15446,Platanthera psycodes,Yellowstone National Park,258,Vascular Plant,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
15447,Platanthera psycodes,Yosemite National Park,122,Vascular Plant,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",
15448,Platanthera sparsiflora,Bryce National Park,89,Vascular Plant,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",
15449,Platanthera sparsiflora,Great Smoky Mountains National Park,64,Vascular Plant,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",
15450,Platanthera sparsiflora,Yellowstone National Park,236,Vascular Plant,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",
15451,Platanthera sparsiflora,Yosemite National Park,141,Vascular Plant,"Canyon Bog Orchid, Sparse-Flowered Bog Orchid",
15452,Platanthera stricta,Bryce National Park,76,Vascular Plant,"Modoc Bog Orchid, Slender Bog Orchid",
15453,Platanthera stricta,Great Smoky Mountains National Park,83,Vascular Plant,"Modoc Bog Orchid, Slender Bog Orchid",
15454,Platanthera stricta,Yellowstone National Park,245,Vascular Plant,"Modoc Bog Orchid, Slender Bog Orchid",
15455,Platanthera stricta,Yosemite National Park,153,Vascular Plant,"Modoc Bog Orchid, Slender Bog Orchid",
15456,Platanus occidentalis,Bryce National Park,100,Vascular Plant,Sycamore,
15457,Platanus occidentalis,Great Smoky Mountains National Park,98,Vascular Plant,Sycamore,
15458,Platanus occidentalis,Yellowstone National Park,235,Vascular Plant,Sycamore,
15459,Platanus occidentalis,Yosemite National Park,161,Vascular Plant,Sycamore,
15460,Platycladus orientalis,Bryce National Park,55,Vascular Plant,Oriental White Cedar,
15461,Platycladus orientalis,Great Smoky Mountains National Park,25,Vascular Plant,Oriental White Cedar,
15462,Platycladus orientalis,Yellowstone National Park,274,Vascular Plant,Oriental White Cedar,
15463,Platycladus orientalis,Yosemite National Park,110,Vascular Plant,Oriental White Cedar,
15464,Platydictya confervoides,Bryce National Park,106,Nonvascular Plant,Platydictya Moss,
15465,Platydictya confervoides,Great Smoky Mountains National Park,103,Nonvascular Plant,Platydictya Moss,
15466,Platydictya confervoides,Yellowstone National Park,242,Nonvascular Plant,Platydictya Moss,
15467,Platydictya confervoides,Yosemite National Park,172,Nonvascular Plant,Platydictya Moss,
15468,Platygyrium repens,Bryce National Park,113,Nonvascular Plant,Platygyrium Moss,
15469,Platygyrium repens,Great Smoky Mountains National Park,68,Nonvascular Plant,Platygyrium Moss,
15470,Platygyrium repens,Yellowstone National Park,224,Nonvascular Plant,Platygyrium Moss,
15471,Platygyrium repens,Yosemite National Park,197,Nonvascular Plant,Platygyrium Moss,
15472,Platyhypnidium riparoides,Bryce National Park,88,Nonvascular Plant,Platyhypnidium Moss,
15473,Platyhypnidium riparoides,Great Smoky Mountains National Park,66,Nonvascular Plant,Platyhypnidium Moss,
15474,Platyhypnidium riparoides,Yellowstone National Park,289,Nonvascular Plant,Platyhypnidium Moss,
15475,Platyhypnidium riparoides,Yosemite National Park,159,Nonvascular Plant,Platyhypnidium Moss,
15476,Platylomella lescurii,Bryce National Park,106,Nonvascular Plant,Lescur's Platylomella Moss,
15477,Platylomella lescurii,Great Smoky Mountains National Park,92,Nonvascular Plant,Lescur's Platylomella Moss,
15478,Platylomella lescurii,Yellowstone National Park,293,Nonvascular Plant,Lescur's Platylomella Moss,
15479,Platylomella lescurii,Yosemite National Park,123,Nonvascular Plant,Lescur's Platylomella Moss,
15480,Platystemon californicus,Bryce National Park,76,Vascular Plant,"California Creamcups, Creamcups",
15481,Platystemon californicus,Great Smoky Mountains National Park,100,Vascular Plant,"California Creamcups, Creamcups",
15482,Platystemon californicus,Yellowstone National Park,261,Vascular Plant,"California Creamcups, Creamcups",
15483,Platystemon californicus,Yosemite National Park,135,Vascular Plant,"California Creamcups, Creamcups",
15484,Plectritis ciliosa ssp. ciliosa,Bryce National Park,98,Vascular Plant,"Longspur Seablush, Long-Spur Seablush",
15485,Plectritis ciliosa ssp. ciliosa,Great Smoky Mountains National Park,81,Vascular Plant,"Longspur Seablush, Long-Spur Seablush",
15486,Plectritis ciliosa ssp. ciliosa,Yellowstone National Park,260,Vascular Plant,"Longspur Seablush, Long-Spur Seablush",
15487,Plectritis ciliosa ssp. ciliosa,Yosemite National Park,139,Vascular Plant,"Longspur Seablush, Long-Spur Seablush",
15488,Plectrophenax nivalis,Bryce National Park,117,Bird,Snow Bunting,
15489,Plectrophenax nivalis,Great Smoky Mountains National Park,89,Bird,Snow Bunting,
15490,Plectrophenax nivalis,Yellowstone National Park,226,Bird,Snow Bunting,
15491,Plectrophenax nivalis,Yosemite National Park,139,Bird,Snow Bunting,
15492,Plegadis chihi,Bryce National Park,103,Bird,White-Faced Ibis,Species of Concern
15493,Plegadis chihi,Great Smoky Mountains National Park,87,Bird,White-Faced Ibis,Species of Concern
15494,Plegadis chihi,Yellowstone National Park,255,Bird,White-Faced Ibis,Species of Concern
15495,Plegadis chihi,Yosemite National Park,150,Bird,White-Faced Ibis,Species of Concern
15496,Plegadis falcinellus,Bryce National Park,72,Bird,Glossy Ibis,
15497,Plegadis falcinellus,Great Smoky Mountains National Park,91,Bird,Glossy Ibis,
15498,Plegadis falcinellus,Yellowstone National Park,257,Bird,Glossy Ibis,
15499,Plegadis falcinellus,Yosemite National Park,181,Bird,Glossy Ibis,
15500,Pleopeltis polypodioides,Bryce National Park,94,Vascular Plant,Resurrection Fern,
15501,Pleopeltis polypodioides,Great Smoky Mountains National Park,49,Vascular Plant,Resurrection Fern,
15502,Pleopeltis polypodioides,Yellowstone National Park,265,Vascular Plant,Resurrection Fern,
15503,Pleopeltis polypodioides,Yosemite National Park,160,Vascular Plant,Resurrection Fern,
15504,Pleopeltis polypodioides ssp. michauxiana,Bryce National Park,94,Vascular Plant,Resurrection Fern,
15505,Pleopeltis polypodioides ssp. michauxiana,Great Smoky Mountains National Park,71,Vascular Plant,Resurrection Fern,
15506,Pleopeltis polypodioides ssp. michauxiana,Yellowstone National Park,268,Vascular Plant,Resurrection Fern,
15507,Pleopeltis polypodioides ssp. michauxiana,Yosemite National Park,132,Vascular Plant,Resurrection Fern,
15508,Plethodon,Bryce National Park,102,Amphibian,Woodland Salamanders,
15509,Plethodon,Great Smoky Mountains National Park,101,Amphibian,Woodland Salamanders,
15510,Plethodon,Yellowstone National Park,250,Amphibian,Woodland Salamanders,
15511,Plethodon,Yosemite National Park,140,Amphibian,Woodland Salamanders,
15512,Plethodon aureolus,Bryce National Park,90,Amphibian,Tellico Salamander,
15513,Plethodon aureolus,Great Smoky Mountains National Park,69,Amphibian,Tellico Salamander,
15514,Plethodon aureolus,Yellowstone National Park,276,Amphibian,Tellico Salamander,
15515,Plethodon aureolus,Yosemite National Park,125,Amphibian,Tellico Salamander,
